date,time,condition,dew_point_fahrenheit,humidity_percentage,wind,wind_speed_mph,wind_gust_mph,pressure_in,precip._in,temperature_fahrenheit
1/9/2023,2:30:00,Fog,57,82,NNW,5,0,29.97,0,63
1/9/2023,3:00:00,Fog,57,82,NW,5,0,29.97,0,63
1/9/2023,3:30:00,Fog,57,82,NNW,5,0,29.97,0,63
1/9/2023,4:00:00,Fog,57,88,NW,7,0,29.97,0,61
1/9/2023,4:30:00,Fog,57,88,NW,6,0,29.97,0,61
1/9/2023,5:00:00,Fog,55,88,NNW,6,0,29.97,0,59
1/9/2023,5:30:00,Fog,55,88,NW,8,0,29.97,0,59
1/9/2023,6:00:00,Fog,55,88,WNW,5,0,30,0,59
1/9/2023,6:30:00,Fog,54,88,CALM,0,0,30,0,57
1/9/2023,7:00:00,Fog,54,88,WNW,3,0,30.03,0,57
1/9/2023,7:30:00,Fog,54,88,WNW,6,0,30.03,0,57
1/9/2023,8:00:00,Fog,54,88,WNW,7,0,30.06,0,57
1/9/2023,8:30:00,Fog,54,88,NNW,7,0,30.06,0,57
1/9/2023,9:00:00,Fog,55,82,CALM,0,0,30.06,0,61
1/9/2023,9:30:00,Fog,57,82,CALM,0,0,30.06,0,63
1/9/2023,10:00:00,Fog,59,83,CALM,0,0,30.06,0,64
1/9/2023,10:30:00,Fog,59,78,CALM,0,0,30.06,0,66
1/9/2023,11:00:00,Fog,61,78,CALM,0,0,30.06,0,68
1/9/2023,11:30:00,Fog,61,78,CALM,0,0,30.03,0,68
1/9/2023,12:00:00,Haze,61,73,CALM,0,0,30.03,0,70
1/9/2023,12:30:00,Haze,61,73,CALM,0,0,30,0,70
1/9/2023,13:00:00,Haze,63,69,CALM,0,0,29.97,0,73
1/9/2023,13:30:00,Haze,64,65,NW,5,0,29.97,0,77
1/9/2023,14:00:00,Haze,63,61,NW,5,0,29.94,0,77
1/9/2023,14:30:00,Haze,64,61,NNW,5,0,29.94,0,79
1/9/2023,15:00:00,Haze,64,61,N,5,0,29.94,0,79
1/9/2023,15:30:00,Haze,63,57,NNW,5,0,29.94,0,79
1/9/2023,16:00:00,Haze,63,57,NW,6,0,29.94,0,79
1/9/2023,16:30:00,Haze,63,57,WNW,6,0,29.94,0,79
1/9/2023,17:00:00,Haze,61,57,WNW,7,0,29.94,0,77
1/9/2023,17:30:00,Haze,61,61,WNW,5,0,29.94,0,75
1/9/2023,18:00:00,Haze,59,61,CALM,0,0,29.94,0,73
1/9/2023,18:30:00,Haze,61,65,NNW,5,0,29.97,0,73
1/9/2023,19:00:00,Haze,61,65,NW,7,0,29.97,0,73
1/9/2023,19:30:00,Haze,61,65,NW,6,0,30,0,73
1/9/2023,20:00:00,Haze,63,69,WNW,5,0,30,0,73
1/9/2023,20:30:00,Haze,61,69,NNW,7,0,30,0,72
1/9/2023,21:00:00,Haze,61,69,N,6,0,30,0,72
1/9/2023,21:30:00,Haze,59,68,N,5,0,30,0,70
1/9/2023,22:00:00,Haze,59,68,NNW,5,0,30,0,70
1/9/2023,22:30:00,Haze,59,68,NNW,5,0,30,0,70
1/9/2023,23:00:00,Haze,59,73,CALM,0,0,30,0,68
1/9/2023,23:30:00,Haze,59,73,CALM,0,0,30,0,68
1/10/2023,0:00:00,Haze,57,73,CALM,0,0,30,0,66
1/10/2023,0:30:00,Haze,57,73,NNW,5,0,29.97,0,66
1/10/2023,1:00:00,Haze,57,73,NNW,5,0,29.97,0,66
1/10/2023,1:30:00,Haze,57,73,CALM,0,0,29.97,0,66
1/10/2023,2:00:00,Haze,55,73,CALM,0,0,29.97,0,64
1/10/2023,2:30:00,Haze,55,73,CALM,0,0,29.97,0,64
1/10/2023,3:00:00,Haze,55,73,CALM,0,0,29.97,0,64
1/10/2023,3:30:00,Haze,54,72,NNW,7,0,29.94,0,63
1/10/2023,4:00:00,Haze,54,72,N,6,0,29.94,0,63
1/10/2023,4:30:00,Haze,55,77,WNW,8,0,29.94,0,63
1/10/2023,5:00:00,Haze,55,77,NNW,9,0,29.94,0,63
1/10/2023,5:30:00,Haze,55,77,W,6,0,29.97,0,63
1/10/2023,6:00:00,Haze,55,77,WNW,5,0,29.97,0,63
1/10/2023,6:30:00,Fog,55,82,N,6,0,29.97,0,61
1/10/2023,7:00:00,Fog,55,82,CALM,0,0,30,0,61
1/10/2023,7:30:00,Fog,57,82,WNW,5,0,30,0,63
1/10/2023,8:00:00,Fog,57,82,NNW,8,0,30,0,63
1/10/2023,8:30:00,Fog,57,77,WNW,6,0,30.03,0,64
1/10/2023,9:00:00,Fog,57,77,CALM,0,0,30.03,0,64
1/10/2023,9:30:00,Haze,57,73,CALM,0,0,30.03,0,66
1/10/2023,10:00:00,Haze,59,73,CALM,0,0,30.03,0,68
1/10/2023,10:30:00,Haze,59,68,CALM,0,0,30.03,0,70
1/10/2023,11:00:00,Haze,61,69,CALM,0,0,30,0,72
1/10/2023,11:30:00,Haze,61,69,CALM,0,0,30,0,72
1/10/2023,12:00:00,Haze,63,65,NW,3,0,29.97,0,75
1/10/2023,12:30:00,Haze,63,61,NW,6,0,29.94,0,77
1/10/2023,13:00:00,Haze,63,57,W,7,0,29.94,0,79
1/10/2023,13:30:00,Haze,63,54,W,7,0,29.92,0,81
1/10/2023,14:00:00,Haze,61,51,WSW,7,0,29.92,0,81
1/10/2023,14:30:00,Haze,61,48,WSW,9,0,29.92,0,82
1/10/2023,15:00:00,Haze,59,42,WSW,9,0,29.89,0,84
1/10/2023,15:30:00,Haze,57,40,WSW,9,0,29.89,0,84
1/10/2023,16:00:00,Haze,57,40,W,9,0,29.89,0,84
1/10/2023,16:30:00,Haze,57,42,W,8,0,29.89,0,82
1/10/2023,17:00:00,Haze,55,44,W,7,0,29.89,0,79
1/10/2023,17:30:00,Haze,57,50,W,5,0,29.89,0,77
1/10/2023,18:00:00,Haze,57,53,W,5,0,29.89,0,75
1/10/2023,18:30:00,Haze,59,57,W,3,0,29.92,0,75
1/10/2023,19:00:00,Haze,59,61,W,5,0,29.92,0,73
1/10/2023,19:30:00,Haze,57,60,W,6,0,29.92,0,72
1/10/2023,20:00:00,Haze,57,60,W,5,0,29.92,0,72
1/10/2023,20:30:00,Haze,57,64,WNW,6,0,29.94,0,70
1/10/2023,21:00:00,Haze,57,64,NW,3,0,29.94,0,70
1/10/2023,21:30:00,Haze,57,64,W,3,0,29.94,0,70
1/10/2023,22:00:00,Haze,59,68,CALM,0,0,29.94,0,70
1/10/2023,22:30:00,Haze,61,73,WNW,5,0,29.94,0,70
1/10/2023,23:00:00,Haze,57,68,CALM,0,0,29.94,0,68
1/10/2023,23:30:00,Haze,59,73,CALM,0,0,29.94,0,68
1/11/2023,0:00:00,Haze,59,73,CALM,0,0,29.94,0,68
1/11/2023,0:30:00,Haze,59,73,WNW,3,0,29.92,0,68
1/11/2023,1:00:00,Haze,59,73,NW,5,0,29.92,0,68
1/11/2023,1:30:00,Haze,57,73,NW,3,0,29.92,0,66
1/11/2023,2:00:00,Haze,57,73,WNW,9,0,29.92,0,66
1/11/2023,2:30:00,Haze,57,73,NW,9,0,29.92,0,66
1/11/2023,3:00:00,Haze,57,73,W,6,0,29.92,0,66
1/11/2023,3:30:00,Haze,57,73,WNW,6,0,29.92,0,66
1/11/2023,4:00:00,Haze,57,77,NW,3,0,29.89,0,64
1/11/2023,4:30:00,Haze,57,77,NW,3,0,29.89,0,64
1/11/2023,5:00:00,Haze,55,77,WNW,3,0,29.92,0,63
1/11/2023,5:30:00,Fog,55,77,NW,5,0,29.92,0,63
1/11/2023,6:00:00,Fog,55,77,W,5,0,29.92,0,63
1/11/2023,6:30:00,Fog,57,82,WNW,5,0,29.94,0,63
1/11/2023,7:00:00,Fog,57,82,W,3,0,29.94,0,63
1/11/2023,7:30:00,Fog,61,88,W,3,0,29.94,0,64
1/11/2023,8:00:00,Fog,61,88,W,3,0,29.97,0,64
1/11/2023,8:30:00,Fog,59,83,W,3,0,29.97,0,64
1/11/2023,9:00:00,Fog,59,83,NW,5,0,29.97,0,64
1/11/2023,9:30:00,Fog,59,78,NW,6,0,30,0,66
1/11/2023,10:00:00,Fog,59,78,NNW,3,0,29.97,0,66
1/11/2023,11:00:00,Haze,61,73,WNW,9,0,29.97,0,70
1/11/2023,11:30:00,Haze,59,68,W,3,0,29.97,0,70
1/11/2023,12:00:00,Haze,61,69,NW,6,0,29.94,0,72
1/11/2023,12:30:00,Haze,59,64,NW,6,0,29.92,0,72
1/11/2023,13:00:00,Haze,61,65,NW,5,0,29.92,0,73
1/11/2023,13:30:00,Haze,61,61,W,5,0,29.89,0,75
1/11/2023,14:00:00,Haze,63,57,W,5,0,29.89,0,79
1/11/2023,14:30:00,Haze,61,54,W,5,0,29.86,0,79
1/11/2023,15:00:00,Haze,59,51,W,9,0,29.86,0,79
1/11/2023,15:30:00,Haze,57,47,W,8,0,29.86,0,79
1/11/2023,16:00:00,Haze,55,44,WSW,7,0,29.86,0,79
1/11/2023,16:30:00,Haze,55,47,W,7,0,29.86,0,77
1/11/2023,17:00:00,Haze,54,47,WSW,6,0,29.86,0,75
1/11/2023,17:30:00,Haze,54,50,W,6,0,29.86,0,73
1/11/2023,18:00:00,Haze,52,50,W,6,0,29.86,0,72
1/11/2023,18:30:00,Haze,54,53,W,6,0,29.86,0,72
1/11/2023,19:00:00,Haze,54,56,W,5,0,29.89,0,70
1/11/2023,19:30:00,Haze,54,56,WNW,6,0,29.89,0,70
1/11/2023,20:00:00,Haze,54,60,WNW,7,0,29.89,0,68
1/11/2023,20:30:00,Haze,54,64,WNW,7,0,29.92,0,66
1/11/2023,21:00:00,Haze,54,64,NNW,7,0,29.92,0,66
1/11/2023,21:30:00,Haze,54,64,NNW,7,0,29.94,0,66
1/11/2023,22:00:00,Haze,54,64,NW,6,0,29.94,0,66
1/11/2023,22:30:00,Haze,54,64,NW,7,0,29.92,0,66
1/11/2023,23:00:00,Haze,52,64,NNW,5,0,29.92,0,64
1/11/2023,23:30:00,Haze,52,64,NNW,3,0,29.92,0,64
1/12/2023,0:00:00,Haze,50,63,NNW,3,0,29.92,0,63
1/12/2023,0:30:00,Haze,52,68,CALM,0,0,29.89,0,63
1/12/2023,1:00:00,Haze,52,68,CALM,0,0,29.89,0,63
1/12/2023,1:30:00,Haze,52,68,CALM,0,0,29.89,0,63
1/12/2023,2:00:00,Haze,50,68,NW,3,0,29.89,0,61
1/12/2023,2:30:00,Haze,52,72,NW,3,0,29.86,0,61
1/12/2023,3:00:00,Haze,52,77,WNW,3,0,29.86,0,59
1/12/2023,3:30:00,Haze,52,77,CALM,0,0,29.86,0,59
1/12/2023,4:00:00,Haze,52,77,CALM,0,0,29.86,0,59
1/12/2023,4:30:00,Fog,52,77,CALM,0,0,29.86,0,59
1/12/2023,5:00:00,Fog,52,77,CALM,0,0,29.86,0,59
1/12/2023,5:30:00,Fog,52,82,CALM,0,0,29.86,0,57
1/12/2023,6:00:00,Fog,50,77,CALM,0,0,29.89,0,57
1/12/2023,6:30:00,Fog,52,82,CALM,0,0,29.89,0,57
1/12/2023,7:00:00,Fog,54,88,CALM,0,0,29.92,0,57
1/12/2023,7:30:00,Fog,55,94,CALM,0,0,29.92,0,57
1/12/2023,8:00:00,Fog,57,94,W,5,0,29.92,0,59
1/12/2023,8:30:00,Fog,57,94,W,3,0,29.94,0,59
1/12/2023,9:00:00,Fog,59,94,W,5,0,29.94,0,61
1/12/2023,9:30:00,Fog,61,94,W,5,0,29.94,0,63
1/12/2023,10:00:00,Fog,61,94,W,5,0,29.94,0,63
1/12/2023,10:30:00,Fog,61,88,W,5,0,29.94,0,64
1/12/2023,11:00:00,Fog,61,83,NW,5,0,29.92,0,66
1/12/2023,11:30:00,Fog,63,88,W,6,0,29.92,0,66
1/12/2023,12:00:00,Fog,63,83,WSW,6,0,29.89,0,68
1/12/2023,12:30:00,Fog,63,83,W,6,0,29.89,0,68
1/12/2023,13:00:00,Fog,63,78,WSW,7,0,29.86,0,70
1/12/2023,13:30:00,Fog,63,73,WSW,8,0,29.86,0,72
1/12/2023,14:00:00,Haze,63,69,SSW,6,0,29.83,0,73
1/12/2023,14:30:00,Haze,63,65,W,9,0,29.83,0,75
1/12/2023,15:00:00,Haze,63,65,WSW,7,0,29.83,0,75
1/12/2023,15:30:00,Haze,63,65,W,7,0,29.83,0,75
1/12/2023,16:00:00,Haze,63,65,WSW,9,0,29.83,0,75
1/12/2023,16:30:00,Haze,61,65,WSW,9,0,29.83,0,73
1/12/2023,17:00:00,Haze,61,65,WSW,9,0,29.83,0,73
1/12/2023,17:30:00,Haze,61,65,WSW,7,0,29.83,0,73
1/12/2023,18:00:00,Haze,59,64,WSW,6,0,29.83,0,72
1/12/2023,18:30:00,Haze,59,64,WSW,6,0,29.83,0,72
1/12/2023,19:00:00,Haze,59,64,CALM,0,0,29.86,0,72
1/12/2023,19:30:00,Haze,59,64,CALM,0,0,29.86,0,72
1/12/2023,20:00:00,Haze,57,64,CALM,0,0,29.86,0,70
1/12/2023,20:30:00,Haze,55,64,CALM,0,0,29.89,0,68
1/12/2023,21:00:00,Haze,57,68,CALM,0,0,29.89,0,68
1/12/2023,21:30:00,Haze,55,68,CALM,0,0,29.89,0,66
1/12/2023,22:00:00,Haze,55,68,CALM,0,0,29.92,0,66
1/12/2023,22:30:00,Haze,57,73,CALM,0,0,29.92,0,66
1/12/2023,23:00:00,Haze,55,73,CALM,0,0,29.92,0,64
1/12/2023,23:30:00,Haze,55,73,CALM,0,0,29.92,0,64
1/13/2023,0:00:00,Haze,55,73,CALM,0,0,29.89,0,64
1/13/2023,0:30:00,Haze,54,72,CALM,0,0,29.89,0,63
1/13/2023,1:00:00,Fog,55,77,CALM,0,0,29.89,0,63
1/13/2023,1:30:00,Fog,55,77,CALM,0,0,29.89,0,63
1/13/2023,2:00:00,Fog,55,77,CALM,0,0,29.89,0,63
1/13/2023,2:30:00,Fog,54,77,CALM,0,0,29.89,0,61
1/13/2023,3:00:00,Fog,55,82,CALM,0,0,29.89,0,61
1/13/2023,3:30:00,Fog,55,82,CALM,0,0,29.86,0,61
1/13/2023,4:00:00,Fog,54,77,CALM,0,0,29.86,0,61
1/13/2023,4:30:00,Fog,54,77,CALM,0,0,29.86,0,61
1/13/2023,5:00:00,Fog,52,77,CALM,0,0,29.89,0,59
1/13/2023,5:30:00,Fog,54,82,CALM,0,0,29.89,0,59
1/13/2023,6:00:00,Fog,54,82,CALM,0,0,29.89,0,59
1/13/2023,6:30:00,Fog,55,88,CALM,0,0,29.92,0,59
1/13/2023,7:00:00,Fog,55,88,CALM,0,0,29.92,0,59
1/13/2023,7:30:00,Fog,55,88,CALM,0,0,29.94,0,59
1/13/2023,8:00:00,Fog,55,82,CALM,0,0,29.94,0,61
1/13/2023,8:30:00,Fog,61,94,CALM,0,0,29.97,0,63
1/13/2023,9:00:00,Fog,61,88,CALM,0,0,29.97,0,64
1/13/2023,9:30:00,Fog,63,88,CALM,0,0,29.97,0,66
1/13/2023,10:00:00,Fog,64,88,CALM,0,0,29.97,0,68
1/13/2023,10:30:00,Fog,64,88,CALM,0,0,29.97,0,68
1/13/2023,11:00:00,Fog,64,83,SSE,3,0,29.97,0,70
1/13/2023,11:30:00,Fog,64,78,SSE,3,0,29.97,0,72
1/13/2023,12:00:00,Fog,64,78,CALM,0,0,29.94,0,72
1/13/2023,12:30:00,Fog,64,73,CALM,0,0,29.92,0,73
1/13/2023,13:00:00,Haze,64,73,CALM,0,0,29.92,0,73
1/13/2023,13:30:00,Haze,64,69,SSW,5,0,29.89,0,75
1/13/2023,14:00:00,Haze,63,65,W,5,0,29.89,0,75
1/13/2023,14:30:00,Haze,63,65,CALM,0,0,29.86,0,75
1/13/2023,15:00:00,Haze,63,65,,3,0,29.86,0,75
1/13/2023,15:30:00,Haze,61,61,W,3,0,29.86,0,75
1/13/2023,16:00:00,Haze,61,61,W,3,0,29.86,0,75
1/13/2023,16:30:00,Haze,61,61,CALM,0,0,29.86,0,75
1/13/2023,17:00:00,Haze,59,61,CALM,0,0,29.86,0,73
1/13/2023,17:30:00,Haze,59,61,CALM,0,0,29.86,0,73
1/13/2023,18:00:00,Haze,57,60,CALM,0,0,29.86,0,72
1/13/2023,18:30:00,Haze,57,64,CALM,0,0,29.89,0,70
1/13/2023,19:00:00,Haze,55,64,CALM,0,0,29.89,0,68
1/13/2023,19:30:00,Haze,55,64,CALM,0,0,29.89,0,68
1/13/2023,20:00:00,Haze,55,64,CALM,0,0,29.92,0,68
1/13/2023,20:30:00,Haze,55,64,CALM,0,0,29.92,0,68
1/13/2023,21:00:00,Haze,55,64,CALM,0,0,29.92,0,68
1/13/2023,21:30:00,Haze,55,68,CALM,0,0,29.92,0,66
1/13/2023,22:00:00,Haze,55,68,CALM,0,0,29.92,0,66
1/13/2023,22:30:00,Haze,55,68,CALM,0,0,29.92,0,66
1/13/2023,23:00:00,Haze,55,68,CALM,0,0,29.92,0,66
1/13/2023,23:30:00,Haze,55,73,CALM,0,0,29.92,0,64
1/14/2023,0:00:00,Haze,55,73,E,3,0,29.89,0,64
1/14/2023,0:30:00,Haze,55,73,CALM,0,0,29.89,0,64
1/14/2023,1:00:00,Haze,55,77,CALM,0,0,29.89,0,63
1/14/2023,1:30:00,Fog,55,77,CALM,0,0,29.89,0,63
1/14/2023,2:00:00,Fog,55,77,CALM,0,0,29.86,0,63
1/14/2023,2:30:00,Fog,55,77,CALM,0,0,29.86,0,63
1/14/2023,3:00:00,Fog,54,77,CALM,0,0,29.86,0,61
1/14/2023,3:30:00,Fog,54,77,CALM,0,0,29.86,0,61
1/14/2023,4:00:00,Fog,54,77,CALM,0,0,29.86,0,61
1/14/2023,4:30:00,Fog,54,77,CALM,0,0,29.86,0,61
1/14/2023,5:00:00,Fog,54,77,CALM,0,0,29.86,0,61
1/14/2023,5:30:00,Fog,54,77,CALM,0,0,29.89,0,61
1/14/2023,6:00:00,Fog,55,82,CALM,0,0,29.89,0,61
1/14/2023,6:30:00,Fog,57,82,CALM,0,0,29.89,0,63
1/14/2023,7:00:00,Fog,59,88,CALM,0,0,29.92,0,63
1/14/2023,7:30:00,Fog,59,88,CALM,0,0,29.92,0,63
1/14/2023,8:00:00,Fog,63,94,CALM,0,0,29.92,0,64
1/14/2023,8:30:00,Fog,63,94,CALM,0,0,29.94,0,64
1/14/2023,9:00:00,Fog,64,94,CALM,0,0,29.94,0,66
1/14/2023,9:30:00,Fog,66,94,SW,5,0,29.94,0,68
1/14/2023,10:00:00,Fog,66,94,SW,6,0,29.94,0,68
1/14/2023,10:30:00,Fog,66,88,WSW,5,0,29.94,0,70
1/14/2023,11:00:00,Fog,66,83,WSW,3,0,29.94,0,72
1/14/2023,11:30:00,Fog,66,78,CALM,0,0,29.92,0,73
1/14/2023,12:00:00,Fog,68,78,WSW,3,0,29.89,0,75
1/14/2023,12:30:00,Fog,68,78,WSW,3,0,29.89,0,75
1/14/2023,13:00:00,Fog,70,78,WSW,6,0,29.86,0,77
1/14/2023,13:30:00,Fog,70,78,SW,6,0,29.86,0,77
1/14/2023,14:00:00,Fog,70,78,WSW,5,0,29.83,0,77
1/14/2023,14:30:00,Fog,68,74,CALM,0,0,29.83,0,77
1/14/2023,15:00:00,Fog,68,74,W,6,0,29.83,0,77
1/14/2023,15:30:00,Fog,68,74,W,3,0,29.83,0,77
1/14/2023,16:00:00,Fog,68,74,SW,3,0,29.83,0,77
1/14/2023,16:30:00,Fog,66,73,CALM,0,0,29.83,0,75
1/14/2023,17:00:00,Fog,68,78,W,3,0,29.83,0,75
1/14/2023,17:30:00,Fog,84,0 ,CALM,0,0,29.83,0,73
1/14/2023,18:00:00,Fog,64,78,W,3,0,29.83,0,72
1/14/2023,18:30:00,Fog,64,78,CALM,0,0,29.86,0,72
1/14/2023,19:00:00,Fog,63,78,CALM,0,0,29.86,0,70
1/14/2023,19:30:00,Fog,63,78,SW,5,0,29.89,0,70
1/14/2023,20:00:00,Fog,63,78,WSW,3,0,29.89,0,70
1/14/2023,20:30:00,Fog,61,78,S,3,0,29.89,0,68
1/14/2023,21:00:00,Fog,61,78,CALM,0,0,29.92,0,68
1/14/2023,21:30:00,Fog,61,78,CALM,0,0,29.92,0,68
1/14/2023,22:00:00,Fog,63,83,CALM,0,0,29.92,0,68
1/14/2023,22:30:00,Fog,63,83,CALM,0,0,29.92,0,68
1/14/2023,23:00:00,Fog,63,83,CALM,0,0,29.92,0,68
1/14/2023,23:30:00,Fog,63,83,CALM,0,0,29.92,0,68
1/15/2023,0:00:00,Fog,63,83,CALM,0,0,29.89,0,68
1/15/2023,0:30:00,Fog,61,83,CALM,0,0,29.89,0,66
1/15/2023,1:00:00,Fog,63,88,CALM,0,0,29.89,0,66
1/15/2023,1:30:00,Fog,61,88,CALM,0,0,29.89,0,64
1/15/2023,2:00:00,Fog,61,88,CALM,0,0,29.86,0,64
1/15/2023,2:30:00,Fog,61,88,CALM,0,0,29.86,0,64
1/15/2023,3:00:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,3:30:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,4:00:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,4:30:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,5:00:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,5:30:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,6:00:00,Fog,61,94,CALM,0,0,29.86,0,63
1/15/2023,6:30:00,Fog,61,94,CALM,0,0,29.89,0,63
1/15/2023,7:00:00,Fog,63,94,CALM,0,0,29.89,0,64
1/15/2023,7:30:00,Fog,63,94,CALM,0,0,29.92,0,64
1/15/2023,8:00:00,Fog,64,94,CALM,0,0,29.92,0,66
1/15/2023,8:30:00,Fog,63,88,CALM,0,0,29.92,0,66
1/15/2023,9:00:00,Fog,63,88,CALM,0,0,29.94,0,66
1/15/2023,9:30:00,Fog,63,88,CALM,0,0,29.94,0,66
1/15/2023,10:00:00,Fog,64,88,CALM,0,0,29.94,0,68
1/15/2023,10:30:00,Fog,64,88,CALM,0,0,29.94,0,68
1/15/2023,11:00:00,Fog,66,88,CALM,0,0,29.94,0,70
1/15/2023,11:30:00,Fog,66,88,W,6,0,29.92,0,70
1/15/2023,12:00:00,Fog,66,83,W,9,0,29.89,0,72
1/15/2023,12:30:00,Fog,66,78,W,7,0,29.89,0,73
1/15/2023,13:00:00,Fog,66,73,NW,7,0,29.86,0,75
1/15/2023,13:30:00,Haze,66,69,WNW,5,0,29.86,0,77
1/15/2023,14:00:00,Haze,64,58,WNW,7,0,29.86,0,81
1/15/2023,14:30:00,Haze,64,54,NNW,5,0,29.83,0,82
1/15/2023,15:00:00,Haze,63,51,WNW,8,0,29.83,0,82
1/15/2023,15:30:00,Haze,57,45,NW,9,0,29.83,0,81
1/15/2023,16:00:00,Haze,55,44,NW,6,0,29.83,0,79
1/15/2023,16:30:00,Haze,55,44,NW,6,0,29.83,0,79
1/15/2023,17:00:00,Haze,55,47,NW,5,0,29.83,0,77
1/15/2023,17:30:00,Haze,55,50,NW,5,0,29.83,0,75
1/15/2023,18:00:00,Haze,57,53,WNW,3,0,29.86,0,75
1/15/2023,18:30:00,Haze,57,57,CALM,0,0,29.86,0,73
1/15/2023,19:00:00,Haze,57,57,CALM,0,0,29.86,0,73
1/15/2023,19:30:00,Haze,57,60,CALM,0,0,29.89,0,72
1/15/2023,20:00:00,Haze,57,60,CALM,0,0,29.89,0,72
1/15/2023,20:30:00,Haze,57,60,CALM,0,0,29.89,0,72
1/15/2023,21:00:00,Haze,59,64,CALM,0,0,29.89,0,72
1/15/2023,21:30:00,Haze,57,64,CALM,0,0,29.92,0,70
1/15/2023,22:00:00,Haze,59,68,CALM,0,0,29.92,0,70
1/15/2023,22:30:00,Haze,59,68,CALM,0,0,29.92,0,70
1/15/2023,23:00:00,Haze,59,68,CALM,0,0,29.92,0,70
1/15/2023,23:30:00,Haze,59,68,CALM,0,0,29.92,0,70
1/16/2023,0:00:00,Haze,59,68,CALM,0,0,29.92,0,70
1/16/2023,0:30:00,Haze,61,73,CALM,0,0,29.92,0,70
1/16/2023,1:00:00,Haze,61,73,CALM,0,0,29.89,0,70
1/16/2023,1:30:00,Haze,59,73,CALM,0,0,29.89,0,68
1/16/2023,2:00:00,Haze,59,73,CALM,0,0,29.89,0,68
1/16/2023,2:30:00,Haze,59,73,CALM,0,0,29.86,0,68
1/16/2023,3:00:00,Haze,61,78,CALM,0,0,29.86,0,68
1/16/2023,3:30:00,Haze,61,78,CALM,0,0,29.86,0,68
1/16/2023,4:00:00,Haze,59,78,CALM,0,0,29.89,0,66
1/16/2023,4:30:00,Haze,59,78,N,3,0,29.89,0,66
1/16/2023,5:00:00,Haze,57,77,NW,1,0,29.89,0,64
1/16/2023,5:30:00,Fog,57,77,NW,9,0,29.92,0,64
1/16/2023,6:00:00,Fog,55,77,NNW,8,0,29.92,0,63
1/16/2023,6:30:00,Fog,57,82,NW,9,0,29.94,0,63
1/16/2023,7:00:00,Fog,57,82,NW,9,0,29.97,0,63
1/16/2023,7:30:00,Fog,57,82,NW,8,0,29.97,0,63
1/16/2023,8:00:00,Fog,59,83,NW,3,0,29.97,0,64
1/16/2023,8:30:00,Fog,59,83,NW,7,0,30,0,64
1/16/2023,9:00:00,Fog,59,0 ,NNW,6,0,30,0,50
1/16/2023,9:30:00,Haze,57,73,N,7,0,30.03,0,66
1/16/2023,10:00:00,Haze,57,68,NNW,9,0,30.03,0,68
1/16/2023,10:30:00,Haze,57,68,NNW,7,0,30.03,0,68
1/16/2023,11:00:00,Haze,57,64,NNW,9,0,30,0,70
1/16/2023,11:30:00,Haze,57,60,N,5,0,30,0,72
1/16/2023,12:00:00,Haze,59,61,NW,3,0,29.97,0,73
1/16/2023,12:30:00,Haze,59,57,N,3,0,29.94,0,75
1/16/2023,13:00:00,Haze,61,57,N,6,0,29.94,0,77
1/16/2023,13:30:00,Haze,61,57,NNW,6,0,29.92,0,77
1/16/2023,14:00:00,Haze,63,57,N,6,0,29.92,0,79
1/16/2023,14:30:00,Haze,63,57,CALM,0,0,29.89,0,79
1/16/2023,15:00:00,Haze,63,57,N,5,0,29.89,0,79
1/16/2023,15:30:00,Haze,63,57,N,5,0,29.89,0,79
1/16/2023,16:00:00,Haze,61,57,NNW,3,0,29.89,0,77
1/16/2023,16:30:00,Haze,61,57,N,3,0,29.89,0,77
1/16/2023,17:00:00,Haze,61,57,N,3,0,29.89,0,77
1/16/2023,17:30:00,Haze,59,57,CALM,0,0,29.89,0,75
1/16/2023,18:00:00,Haze,59,61,CALM,0,0,29.89,0,73
1/16/2023,18:30:00,Haze,59,64,NW,3,0,29.92,0,72
1/16/2023,19:00:00,Haze,57,64,W,6,0,29.92,0,70
1/16/2023,19:30:00,Haze,55,64,WNW,5,0,29.94,0,68
1/16/2023,20:00:00,Haze,57,68,WNW,5,0,29.94,0,68
1/16/2023,20:30:00,Haze,57,68,NW,7,0,29.94,0,68
1/16/2023,21:00:00,Haze,57,68,NW,6,0,29.94,0,68
1/16/2023,21:30:00,Haze,57,68,NW,6,0,29.94,0,68
1/16/2023,22:00:00,Haze,57,68,NW,5,0,29.97,0,68
1/16/2023,22:30:00,Haze,55,68,NW,3,0,29.97,0,66
1/16/2023,23:00:00,Haze,55,68,NNW,5,0,29.97,0,66
1/16/2023,23:30:00,Haze,55,68,NNW,3,0,29.94,0,66
1/17/2023,0:00:00,Haze,54,68,CALM,0,0,29.94,0,64
1/17/2023,0:30:00,Haze,55,73,CALM,0,0,29.94,0,64
1/17/2023,1:00:00,Haze,55,73,CALM,0,0,29.94,0,64
1/17/2023,1:30:00,Haze,55,73,NW,5,0,29.94,0,64
